,GAME_ID,home_TEAM_NAME,away_TEAM_NAME,H_Team_Elo_Before,A_Team_Elo_Before,H_Team_Elo_After,A_Team_Elo_After
54,20500055,Sacramento Kings,Detroit Pistons,1482.3040442830522,1533.3772832977845,1469.3102274176156,1546.3711001632212
55,20500058,Cleveland Cavaliers,Seattle SuperSonics,1504.5859498565624,1480.0782895382167,1519.233873326435,1465.430366068344
56,20500060,New Jersey Nets,Utah Jazz,1498.0754558572198,1514.2163973609788,1505.8848355112257,1506.407017706973
57,20500063,New Orleans/Oklahoma City Hornets,Orlando Magic,1511.0754780449718,1474.5716938764024,1501.6903795608978,1483.9567923604764
58,20500061,Charlotte Bobcats,San Antonio Spurs,1507.4191500972836,1522.191883054917,1497.0566152763306,1532.55441787587
59,20500062,Indiana Pacers,Miami Heat,1513.8046501230547,1509.9702142656806,1519.3709130111226,1504.4039513776127
60,20500066,Portland Trail Blazers,New York Knicks,1476.0165283801923,1471.9160250923512,1485.209822590775,1462.7227308817685
61,20500067,Denver Nuggets,Sacramento Kings,1493.6841146613287,1469.3102274176156,1503.8545293179513,1459.139812760993
62,20500065,Chicago Bulls,Golden State Warriors,1490.4235071492465,1521.9602204311336,1494.1246454938419,1518.2590820865382
63,20500059,Boston Celtics,Memphis Grizzlies,1501.7503220923425,1514.9599458863884,1505.185010903457,1511.5252570752739
64,20500064,Minnesota Timberwolves,Los Angeles Lakers,1508.199979451847,1515.0051794115855,1518.8414973401734,1504.363661523259
65,20500056,Philadelphia 76ers,Dallas Mavericks,1466.247089669555,1511.8250622070996,1479.2794901814461,1498.7926616952084
66,20500057,Washington Wizards,Los Angeles Clippers,1525.152788446113,1511.3539984582303,1516.3724251345504,1520.1343617697928
67,20500070,Phoenix Suns,Detroit Pistons,1512.8275048377475,1546.3711001632212,1503.8013858630654,1555.3972191379032
68,20500068,Atlanta Hawks,Los Angeles Clippers,1463.3950791526304,1520.1343617697928,1455.0637299804039,1528.4657109420193
69,20500069,Miami Heat,Houston Rockets,1504.4039513776127,1490.7420636634906,1509.19898165893,1485.9470333821732
70,20500079,Golden State Warriors,New York Knicks,1518.2590820865382,1462.7227308817685,1521.2946746212776,1459.687138347029
71,20500077,Philadelphia 76ers,Los Angeles Lakers,1479.2794901814461,1504.363661523259,1484.921917844004,1498.7212338607012
72,20500073,Indiana Pacers,New Jersey Nets,1519.3709130111226,1505.8848355112257,1528.2000323571324,1497.055716165216
73,20500071,Toronto Raptors,Utah Jazz,1451.7908068019285,1506.407017706973,1438.3572305054022,1519.8405940034993
74,20500078,Sacramento Kings,Denver Nuggets,1459.139812760993,1503.8545293179513,1472.702479548483,1490.2918625304612
75,20500075,Charlotte Bobcats,Dallas Mavericks,1497.0566152763306,1498.7926616952084,1484.711874751192,1511.137402220347
76,20500076,Cleveland Cavaliers,Memphis Grizzlies,1519.233873326435,1511.5252570752739,1531.531488713147,1499.227641688562
77,20500080,Portland Trail Blazers,Detroit Pistons,1485.209822590775,1555.3972191379032,1479.9345198803987,1560.6725218482795
78,20500072,Washington Wizards,Seattle SuperSonics,1516.3724251345504,1465.430366068344,1534.0346152822556,1447.768175920639
79,20500074,Boston Celtics,San Antonio Spurs,1505.185010903457,1532.55441787587,1486.6228202075022,1551.1166085718248
80,20500083,Miami Heat,Charlotte Bobcats,1509.19898165893,1484.711874751192,1516.2372124296824,1477.6736439804397
81,20500084,New Jersey Nets,Houston Rockets,1497.055716165216,1485.9470333821732,1485.8194459527128,1497.1833035946763
82,20500087,Milwaukee Bucks,Indiana Pacers,1521.079294550665,1528.2000323571324,1524.4279216587363,1524.8514052490611
83,20500086,Chicago Bulls,Utah Jazz,1494.1246454938419,1519.8405940034993,1500.4193003103978,1513.5459391869433
84,20500085,New Orleans/Oklahoma City Hornets,Dallas Mavericks,1501.6903795608978,1511.137402220347,1492.7128841797683,1520.1148976014765
85,20500082,Atlanta Hawks,Memphis Grizzlies,1455.0637299804039,1499.227641688562,1450.8811534408203,1503.4102182281456
86,20500088,Phoenix Suns,Golden State Warriors,1503.8013858630654,1521.2946746212776,1515.446375036553,1509.64968544779
87,20500081,Washington Wizards,San Antonio Spurs,1534.0346152822556,1551.1166085718248,1545.6599135843558,1539.4913102697246
88,20500093,Denver Nuggets,Minnesota Timberwolves,1490.2918625304612,1518.8414973401734,1500.2545295370146,1508.87883033362
89,20500090,Boston Celtics,Houston Rockets,1486.6228202075022,1497.1833035946763,1500.3898893232142,1483.4162344789643
90,20500092,Orlando Magic,Cleveland Cavaliers,1483.9567923604764,1531.531488713147,1474.6716853969401,1540.8165956766832
91,20500094,Sacramento Kings,New York Knicks,1472.702479548483,1459.687138347029,1459.785269020174,1472.6043488753382
92,20500089,Toronto Raptors,Seattle SuperSonics,1438.3572305054022,1447.768175920639,1430.1860829650602,1455.9393234609809
93,20500091,Philadelphia 76ers,Los Angeles Clippers,1484.921917844004,1528.4657109420193,1491.6800120753744,1521.7076167106488
94,20500097,Golden State Warriors,Chicago Bulls,1509.64968544779,1500.4193003103978,1521.420691276216,1488.6482944819718
95,20500096,Utah Jazz,New York Knicks,1513.5459391869433,1472.6043488753382,1498.6749164605917,1487.4753716016899
96,20500095,Memphis Grizzlies,Los Angeles Lakers,1503.4102182281456,1498.7212338607012,1512.58041578713,1489.5510363017167
97,20500103,Detroit Pistons,Boston Celtics,1560.6725218482795,1500.3898893232142,1568.9462456463596,1492.1161655251342
98,20500106,San Antonio Spurs,Atlanta Hawks,1539.4913102697246,1450.8811534408203,1549.4922347052045,1440.8802290053404
99,20500107,Sacramento Kings,Utah Jazz,1459.785269020174,1498.6749164605917,1483.3493158823849,1475.1108695983808
100,20500102,Miami Heat,New Orleans/Oklahoma City Hornets,1516.2372124296824,1492.7128841797683,1522.3461383493877,1486.6039582600629
101,20500105,Dallas Mavericks,Denver Nuggets,1520.1148976014765,1500.2545295370146,1524.2404885244437,1496.1289386140475
102,20500104,Minnesota Timberwolves,Houston Rockets,1508.87883033362,1483.4162344789643,1499.7887229258608,1492.5063418867235
103,20500099,Orlando Magic,Charlotte Bobcats,1474.6716853969401,1477.6736439804397,1482.0645155561112,1470.2808138212686
104,20500101,New Jersey Nets,Seattle SuperSonics,1485.8194459527128,1455.9393234609809,1493.1456349522778,1448.613134461416
105,20500100,Cleveland Cavaliers,Washington Wizards,1540.8165956766832,1545.6599135843558,1551.8646093930665,1534.6118998679724
106,20500098,Philadelphia 76ers,Toronto Raptors,1491.6800120753744,1430.1860829650602,1498.7905020018618,1423.0755930385728
107,20500108,Los Angeles Clippers,Milwaukee Bucks,1521.7076167106488,1524.4279216587363,1536.8526845004742,1509.282853868911
108,20500113,Phoenix Suns,Memphis Grizzlies,1515.446375036553,1512.58041578713,1501.4048008699738,1526.6219899537093
109,20500112,New Orleans/Oklahoma City Hornets,Denver Nuggets,1486.6039582600629,1496.1289386140475,1474.558923237838,1508.1739736362724
110,20500116,Golden State Warriors,Milwaukee Bucks,1521.420691276216,1509.282853868911,1514.4803134360072,1516.2232317091198
111,20500115,Portland Trail Blazers,Chicago Bulls,1479.9345198803987,1488.6482944819718,1484.5971892892487,1483.9856250731218
112,20500111,Charlotte Bobcats,Indiana Pacers,1470.2808138212686,1524.8514052490611,1493.2511870835192,1501.8810319868105
113,20500109,Toronto Raptors,Philadelphia 76ers,1423.0755930385728,1498.7905020018618,1415.9253982453608,1505.9406967950738
114,20500110,Boston Celtics,Seattle SuperSonics,1492.1161655251342,1448.613134461416,1475.4488403032897,1465.2804596832605
115,20500114,Los Angeles Lakers,New York Knicks,1489.5510363017167,1487.4753716016899,1495.1592002927823,1481.8672076106243
116,20500119,Minnesota Timberwolves,Washington Wizards,1499.7887229258608,1534.6118998679724,1510.005004246638,1524.3956185471952
117,20500118,Dallas Mavericks,Atlanta Hawks,1524.2404885244437,1440.8802290053404,1529.6022879551733,1435.5184295746108
118,20500117,San Antonio Spurs,Houston Rockets,1549.4922347052045,1492.5063418867235,1554.3177230795259,1487.680853512402
119,20500128,Sacramento Kings,Milwaukee Bucks,1483.3493158823849,1516.2232317091198,1498.9513441257889,1500.6212034657158
120,20500129,Portland Trail Blazers,Golden State Warriors,1484.5971892892487,1514.4803134360072,1472.637215902122,1526.4402868231339
121,20500123,Miami Heat,Philadelphia 76ers,1522.3461383493877,1505.9406967950738,1530.1208200279027,1498.1660151165588
122,20500130,Los Angeles Lakers,Los Angeles Clippers,1495.1592002927823,1536.8526845004742,1487.089145684366,1544.9227391088905
123,20500126,Phoenix Suns,Utah Jazz,1501.4048008699738,1475.1108695983808,1507.9174838390345,1468.59818662932
124,20500125,Denver Nuggets,New York Knicks,1508.1739736362724,1481.8672076106243,1515.1557523861673,1474.8854288607295
125,20500127,Houston Rockets,Detroit Pistons,1487.680853512402,1568.9462456463596,1479.4566102784024,1577.1704888803592
126,20500131,Seattle SuperSonics,Chicago Bulls,1465.2804596832605,1483.9856250731218,1476.4604817275763,1472.805603028806
127,20500120,Cleveland Cavaliers,Orlando Magic,1551.8646093930665,1482.0645155561112,1560.8150373976794,1473.1140875514984
128,20500122,Boston Celtics,Toronto Raptors,1475.4488403032897,1415.9253982453608,1480.6370853995663,1410.7371531490842
129,20500124,New Orleans/Oklahoma City Hornets,Atlanta Hawks,1474.558923237838,1435.5184295746108,1478.34670080203,1431.7306520104187
130,20500121,Indiana Pacers,Charlotte Bobcats,1501.8810319868105,1493.2511870835192,1508.9162205207451,1486.2159985495846
131,20500136,Dallas Mavericks,Detroit Pistons,1529.6022879551733,1577.1704888803592,1554.4805932230092,1552.2921836125233
132,20500132,Philadelphia 76ers,Cleveland Cavaliers,1498.1660151165588,1560.8150373976794,1492.7449166158547,1566.2361358983835
133,20500133,Orlando Magic,New Orleans/Oklahoma City Hornets,1473.1140875514984,1478.34670080203,1466.5362875751086,1484.9245007784198
134,20500137,San Antonio Spurs,Phoenix Suns,1554.3177230795259,1507.9174838390345,1559.384421275925,1502.8507856426354
135,20500134,New Jersey Nets,Washington Wizards,1493.1456349522778,1524.3956185471952,1500.2182837124183,1517.3229697870547
136,20500135,Minnesota Timberwolves,Charlotte Bobcats,1510.005004246638,1486.2159985495846,1518.8919708660928,1477.3290319301298
137,20500138,Utah Jazz,Memphis Grizzlies,1468.59818662932,1526.6219899537093,1459.6476142868232,1535.5725622962061
138,20500141,Los Angeles Clippers,Golden State Warriors,1544.9227391088905,1526.4402868231339,1553.561670537972,1517.8013553940523
139,20500145,Los Angeles Lakers,Chicago Bulls,1487.089145684366,1472.805603028806,1480.103675538415,1479.791073174757
140,20500144,Seattle SuperSonics,Sacramento Kings,1476.4604817275763,1498.9513441257889,1480.726119513847,1494.6857063395182
141,20500140,Toronto Raptors,Miami Heat,1410.7371531490842,1530.1208200279027,1426.2345395469508,1514.623433630036
142,20500142,Indiana Pacers,Houston Rockets,1508.9162205207451,1479.4566102784024,1516.7044656107842,1471.6683651883634
143,20500143,Denver Nuggets,Memphis Grizzlies,1515.1557523861673,1535.5725622962061,1527.4621944863209,1523.2661201960525
144,20500139,New York Knicks,Portland Trail Blazers,1474.8854288607295,1472.637215902122,1483.6540648784403,1463.8685798844112
145,20500147,Utah Jazz,Milwaukee Bucks,1459.6476142868232,1500.6212034657158,1475.219842203335,1485.048975549204
146,20500146,Philadelphia 76ers,New Orleans/Oklahoma City Hornets,1492.7449166158547,1484.9245007784198,1501.7928007749142,1475.8766166193602
147,20500149,Golden State Warriors,New Jersey Nets,1517.8013553940523,1500.2182837124183,1521.968284879909,1496.0513542265614
148,20500148,Sacramento Kings,San Antonio Spurs,1494.6857063395182,1559.384421275925,1489.304410884573,1564.7657167308703
149,20500155,Seattle SuperSonics,Utah Jazz,1480.726119513847,1475.219842203335,1471.3186567406574,1484.6273049765246
150,20500154,Phoenix Suns,Toronto Raptors,1502.8507856426354,1426.2345395469508,1508.0163812643327,1421.0689439252535
151,20500153,Dallas Mavericks,Houston Rockets,1554.4805932230092,1471.6683651883634,1559.8565555892774,1466.2924028220953
152,20500152,Memphis Grizzlies,Portland Trail Blazers,1523.2661201960525,1463.8685798844112,1510.3631992498797,1476.771500830584
153,20500150,Washington Wizards,Denver Nuggets,1517.3229697870547,1527.4621944863209,1510.8467087994304,1533.9384554739452
154,20500151,Cleveland Cavaliers,Boston Celtics,1566.2361358983835,1480.6370853995663,1575.7779040245516,1471.0953172733982
155,20500160,Detroit Pistons,Denver Nuggets,1552.2921836125233,1533.9384554739452,1566.5337603996024,1519.696878686866
156,20500161,Houston Rockets,Phoenix Suns,1466.2924028220953,1508.0163812643327,1454.149847501459,1520.158936584969
157,20500162,Milwaukee Bucks,Philadelphia 76ers,1485.048975549204,1501.7928007749142,1494.5437316957768,1492.2980446283414
158,20500159,Miami Heat,Portland Trail Blazers,1514.623433630036,1476.771500830584,1526.1676415465722,1465.227292914048
159,20500164,Sacramento Kings,New Jersey Nets,1489.304410884573,1496.0513542265614,1497.3560326183579,1487.9997324927765
160,20500158,Charlotte Bobcats,New York Knicks,1477.3290319301298,1483.6540648784403,1487.4463592162238,1473.5367375923463
161,20500166,Golden State Warriors,San Antonio Spurs,1521.968284879909,1564.7657167308703,1502.6072492517865,1584.126752358993
162,20500156,Atlanta Hawks,Boston Celtics,1431.7306520104187,1471.0953172733982,1437.011872060232,1465.814097223585
163,20500157,Orlando Magic,Washington Wizards,1466.5362875751086,1510.8467087994304,1475.2814881985435,1502.1015081759956
164,20500163,New Orleans/Oklahoma City Hornets,Minnesota Timberwolves,1475.8766166193602,1518.8919708660928,1481.9374332234986,1512.8311542619545
165,20500165,Los Angeles Clippers,Toronto Raptors,1553.561670537972,1421.0689439252535,1555.974728111872,1418.6558863513535
166,20500168,Los Angeles Lakers,Seattle SuperSonics,1480.103675538415,1471.3186567406574,1489.1140827499764,1462.308249529096
167,20500167,Indiana Pacers,Cleveland Cavaliers,1516.7044656107842,1575.7779040245516,1534.5582522359716,1557.9241173993641
168,20500175,Minnesota Timberwolves,Milwaukee Bucks,1512.8311542619545,1494.5437316957768,1519.5775496095682,1487.797336348163
169,20500170,Indiana Pacers,Atlanta Hawks,1534.5582522359716,1437.011872060232,1526.9814050908865,1444.5887192053171
170,20500172,Miami Heat,Dallas Mavericks,1526.1676415465722,1559.8565555892774,1513.0279654198196,1572.99623171603
171,20500176,San Antonio Spurs,Chicago Bulls,1584.126752358993,1479.791073174757,1570.7140461239048,1493.203779409845
172,20500169,Orlando Magic,Portland Trail Blazers,1475.2814881985435,1465.227292914048,1485.6499221079616,1454.8588590046297
173,20500180,Phoenix Suns,New Jersey Nets,1520.158936584969,1487.9997324927765,1527.8538928890823,1480.3047761886633
174,20500178,Utah Jazz,Golden State Warriors,1484.6273049765246,1502.6072492517865,1477.483592037209,1509.750962191102
175,20500177,Denver Nuggets,Los Angeles Clippers,1519.696878686866,1555.974728111872,1529.380954022204,1546.2906527765342
176,20500173,Detroit Pistons,Washington Wizards,1566.5337603996024,1502.1015081759956,1555.3950079740582,1513.2402606015398
177,20500171,Boston Celtics,Charlotte Bobcats,1465.814097223585,1487.4463592162238,1469.3698775777716,1483.890578862037
178,20500179,Sacramento Kings,Toronto Raptors,1497.3560326183579,1418.6558863513535,1500.0778383381214,1415.93408063159
179,20500174,Memphis Grizzlies,Houston Rockets,1510.3631992498797,1454.149847501459,1514.7705372452906,1449.742509506048
180,20500184,Charlotte Bobcats,Washington Wizards,1483.890578862037,1513.2402606015398,1497.7150335221447,1499.4158059414322
181,20500188,Milwaukee Bucks,Detroit Pistons,1487.797336348163,1555.3950079740582,1478.5256164993764,1564.666727822845
182,20500181,Seattle SuperSonics,New Orleans/Oklahoma City Hornets,1462.308249529096,1481.9374332234986,1453.6204599521468,1490.6252228004478
183,20500182,New York Knicks,Philadelphia 76ers,1473.5367375923463,1492.2980446283414,1478.397502148916,1487.4372800717717
184,20500189,Golden State Warriors,Toronto Raptors,1509.750962191102,1415.93408063159,1520.0754384718812,1405.6096043508107
185,20500187,Dallas Mavericks,Memphis Grizzlies,1572.99623171603,1514.7705372452906,1549.7913207040783,1537.9754482572423
186,20500183,Orlando Magic,Miami Heat,1485.6499221079616,1513.0279654198196,1490.6842460411826,1507.9936414865986
187,20500186,Houston Rockets,Chicago Bulls,1449.742509506048,1493.203779409845,1442.4425829529653,1500.5037059629278
188,20500185,Cleveland Cavaliers,Minnesota Timberwolves,1557.9241173993641,1519.5775496095682,1549.445511586702,1528.0561554222304
189,20500190,Atlanta Hawks,Portland Trail Blazers,1444.5887192053171,1454.8588590046297,1438.9937459268317,1460.4538322831152
190,20500192,Los Angeles Lakers,New Jersey Nets,1489.1140827499764,1480.3047761886633,1479.6109959943665,1489.8078629442732
191,20500191,Los Angeles Clippers,Indiana Pacers,1546.2906527765342,1526.9814050908865,1537.3642158357427,1535.907842031678
192,20500194,Boston Celtics,Orlando Magic,1469.3698775777716,1490.6842460411826,1462.3033915803883,1497.750732038566
193,20500196,Denver Nuggets,New Jersey Nets,1529.380954022204,1489.8078629442732,1516.2860484268217,1502.9027685396554
194,20500195,Miami Heat,New York Knicks,1507.9936414865986,1478.397502148916,1516.6546611695328,1469.7364824659817
195,20500197,Golden State Warriors,New Orleans/Oklahoma City Hornets,1520.0754384718812,1490.6252228004478,1530.019372530866,1480.681288741463
196,20500193,Toronto Raptors,Dallas Mavericks,1405.6096043508107,1549.7913207040783,1402.200512329152,1553.2004127257371
197,20500200,Minnesota Timberwolves,Los Angeles Clippers,1528.0561554222304,1537.3642158357427,1516.750433899307,1548.6699373586662
198,20500199,Milwaukee Bucks,Dallas Mavericks,1478.5256164993764,1553.2004127257371,1483.7484029802922,1547.9776262448213
199,20500202,Houston Rockets,Atlanta Hawks,1442.4425829529653,1438.9937459268317,1453.1091493496494,1428.3271795301475
200,20500201,Chicago Bulls,Orlando Magic,1500.5037059629278,1497.750732038566,1508.23835467912,1490.0160833223738
201,20500204,Utah Jazz,Indiana Pacers,1477.483592037209,1535.907842031678,1459.151598526378,1554.2398355425091
202,20500205,Sacramento Kings,Charlotte Bobcats,1500.0778383381214,1497.7150335221447,1512.200363068759,1485.592508791507
203,20500198,Philadelphia 76ers,Portland Trail Blazers,1487.4372800717717,1460.4538322831152,1500.7543568476,1447.1367555072868
204,20500203,San Antonio Spurs,Los Angeles Lakers,1570.7140461239048,1479.6109959943665,1574.8168981760207,1475.5081439422506
205,20500216,Golden State Warriors,Sacramento Kings,1530.019372530866,1512.200363068759,1536.283308276438,1505.936427323187
206,20500215,Seattle SuperSonics,Charlotte Bobcats,1453.6204599521468,1485.592508791507,1463.139638744306,1476.0733299993478
207,20500211,New Jersey Nets,Detroit Pistons,1502.9027685396554,1564.666727822845,1492.807947968591,1574.7615483939094
208,20500208,Atlanta Hawks,Miami Heat,1428.3271795301475,1516.6546611695328,1412.8814873682013,1532.100353331479
209,20500213,Denver Nuggets,New Orleans/Oklahoma City Hornets,1516.2860484268217,1480.681288741463,1505.0955033343898,1491.871833833895
210,20500212,New York Knicks,Chicago Bulls,1469.7364824659817,1508.23835467912,1478.2841263250673,1499.6907108200344
211,20500207,Washington Wizards,Portland Trail Blazers,1499.4158059414322,1447.1367555072868,1504.7812682452354,1441.7712932034835
212,20500214,Phoenix Suns,Indiana Pacers,1527.8538928890823,1554.2398355425091,1541.513984034098,1540.5797443974934
213,20500209,Cleveland Cavaliers,Los Angeles Clippers,1549.445511586702,1548.6699373586662,1556.1869098465604,1541.9285390988077
214,20500206,Toronto Raptors,Memphis Grizzlies,1402.200512329152,1537.9754482572423,1387.7915203705224,1552.3844402158718
215,20500210,Boston Celtics,Philadelphia 76ers,1462.3033915803883,1500.7543568476,1470.2219260632442,1492.8358223647442
216,20500218,Utah Jazz,Los Angeles Lakers,1459.151598526378,1475.5081439422506,1451.9701984212008,1482.6895440474277
217,20500217,Dallas Mavericks,San Antonio Spurs,1547.9776262448213,1574.8168981760207,1542.6761152731258,1580.1184091477162
218,20500227,Portland Trail Blazers,Indiana Pacers,1441.7712932034835,1540.5797443974934,1427.8901978824133,1554.4608397185636
219,20500225,Phoenix Suns,Denver Nuggets,1541.513984034098,1505.0955033343898,1546.338720169366,1500.2707671991218
220,20500230,Seattle SuperSonics,Cleveland Cavaliers,1463.139638744306,1556.1869098465604,1472.857099696537,1546.4694488943294
221,20500219,Washington Wizards,Milwaukee Bucks,1504.7812682452354,1483.7484029802922,1497.653571653307,1490.8760995722207
222,20500220,Atlanta Hawks,Toronto Raptors,1412.8814873682013,1387.7915203705224,1407.6662933130078,1393.006714425716
223,20500228,Los Angeles Lakers,Minnesota Timberwolves,1482.6895440474277,1516.750433899307,1475.1522281968412,1524.2877497498935
224,20500229,Golden State Warriors,Charlotte Bobcats,1536.283308276438,1476.0733299993478,1541.4549713329068,1470.901666942879
225,20500221,Boston Celtics,Chicago Bulls,1470.2219260632442,1499.6907108200344,1463.3432257733414,1506.5694111099372
226,20500226,Sacramento Kings,Miami Heat,1505.936427323187,1532.100353331479,1493.8277336855995,1544.2090469690665
227,20500223,Memphis Grizzlies,Orlando Magic,1552.3844402158718,1490.0160833223738,1563.040645208277,1479.3598783299685
228,20500222,Detroit Pistons,New York Knicks,1574.7615483939094,1478.2841263250673,1579.4541667324834,1473.5915079864933
229,20500224,New Orleans/Oklahoma City Hornets,Philadelphia 76ers,1491.871833833895,1492.8358223647442,1495.7724261247688,1488.9352300738703
230,20500232,Chicago Bulls,Detroit Pistons,1506.5694111099372,1579.4541667324834,1495.1211472046712,1590.9024306377494
