home_TEAM_NAME,GAME_ID,GAME_DATE,home_MIN,home_FGM,home_FGA,home_FG_PCT,home_FG3M,home_FG3A,home_FG3_PCT,home_FTM,home_FTA,home_FT_PCT,home_OREB,home_DREB,home_REB,home_AST,home_STL,home_BLK,home_TOV,home_PF,home_PTS,home_PLUS_MINUS,away_TEAM_NAME,away_MIN,away_FGM,away_FGA,away_FG_PCT,away_FG3M,away_FG3A,away_FG3_PCT,away_FTM,away_FTA,away_FT_PCT,away_OREB,away_DREB,away_REB,away_AST,away_STL,away_BLK,away_TOV,away_PF,away_PTS,away_PLUS_MINUS,Season
Los Angeles Clippers,21200036,2012-11-03,240,30,70,0.429,10,21,0.476,40,52,0.769,7,26,33,21,6,5,16,31,110,-4,Golden State Warriors,240,41,84,0.488,4,16,0.25,28,39,0.718,16,32,48,22,7,2,14,34,114,4,2012 - 2013
Washington Wizards,21200027,2012-11-03,240,34,78,0.436,6,20,0.3,12,17,0.706,7,39,46,20,7,4,15,14,86,-3,Boston Celtics,240,36,84,0.429,8,21,0.381,9,13,0.692,6,29,35,24,8,4,9,12,89,3,2012 - 2013
Brooklyn Nets,21200029,2012-11-03,240,37,81,0.457,6,15,0.4,27,37,0.73,9,32,41,20,6,5,17,19,107,7,Toronto Raptors,240,37,82,0.451,7,18,0.389,19,25,0.76,10,27,37,23,8,5,14,31,100,-7,2012 - 2013
Houston Rockets,21200032,2012-11-03,265,34,96,0.354,5,26,0.192,12,18,0.667,16,40,56,19,12,4,18,16,85,-10,Portland Trail Blazers,265,39,93,0.419,10,24,0.417,7,12,0.583,10,43,53,28,11,8,16,18,95,10,2012 - 2013
Milwaukee Bucks,21200033,2012-11-03,240,41,79,0.519,9,24,0.375,14,21,0.667,3,34,37,32,8,9,17,18,105,3,Cleveland Cavaliers,240,39,83,0.47,6,16,0.375,18,29,0.621,9,33,42,19,9,0,16,21,102,-3,2012 - 2013
San Antonio Spurs,21200035,2012-11-03,240,42,74,0.568,7,13,0.538,19,23,0.826,7,26,33,29,8,6,18,18,110,10,Utah Jazz,240,38,77,0.494,5,13,0.385,19,22,0.864,9,23,32,17,11,7,17,22,100,-10,2012 - 2013
Chicago Bulls,21200031,2012-11-03,240,29,88,0.33,3,17,0.176,21,25,0.84,15,26,41,21,11,6,12,20,82,-7,New Orleans Hornets,240,32,75,0.427,5,18,0.278,20,23,0.87,9,35,44,13,7,9,17,21,89,7,2012 - 2013
Miami Heat,21200030,2012-11-03,240,43,83,0.518,10,25,0.4,23,27,0.852,7,25,32,26,9,8,8,16,119,3,Denver Nuggets,240,49,95,0.516,5,21,0.238,13,20,0.65,18,29,47,13,5,3,15,21,116,-3,2012 - 2013
Indiana Pacers,21200028,2012-11-03,290,39,99,0.394,4,22,0.182,24,27,0.889,21,46,67,16,10,14,24,19,106,8,Sacramento Kings,290,37,102,0.363,8,22,0.364,16,20,0.8,16,31,47,19,15,13,16,26,98,-8,2012 - 2013
Toronto Raptors,21200038,2012-11-04,240,40,90,0.444,10,21,0.476,15,17,0.882,16,23,39,18,9,3,11,24,105,19,Minnesota Timberwolves,240,29,64,0.453,6,16,0.375,22,31,0.71,8,28,36,18,8,8,24,17,86,-19,2012 - 2013
New York Knicks,21200037,2012-11-04,240,39,77,0.506,11,27,0.407,11,18,0.611,8,31,39,18,12,5,15,10,100,16,Philadelphia 76ers,240,34,79,0.43,8,17,0.471,8,10,0.8,10,31,41,14,8,2,18,18,84,-16,2012 - 2013
Oklahoma City Thunder,21200040,2012-11-04,240,33,71,0.465,9,22,0.409,20,22,0.909,7,30,37,27,4,9,21,21,95,-9,Atlanta Hawks,240,41,83,0.494,8,25,0.32,14,20,0.7,12,26,38,20,12,1,11,20,104,9,2012 - 2013
Orlando Magic,21200039,2012-11-04,240,45,92,0.489,9,11,0.818,16,19,0.842,13,33,46,26,7,1,11,17,115,21,Phoenix Suns,240,39,91,0.429,5,19,0.263,11,18,0.611,17,28,45,19,3,10,16,17,94,-21,2012 - 2013
Los Angeles Lakers,21200041,2012-11-04,240,40,77,0.519,10,22,0.455,18,26,0.692,16,30,46,27,11,8,15,20,108,29,Detroit Pistons,240,28,79,0.354,4,13,0.308,19,23,0.826,13,20,33,19,5,5,17,20,79,-29,2012 - 2013
Philadelphia 76ers,21200042,2012-11-05,240,29,86,0.337,8,22,0.364,22,26,0.846,19,35,54,19,3,2,13,19,88,-22,New York Knicks,240,39,84,0.464,13,32,0.406,19,19,1.0,9,35,44,24,7,5,7,17,110,22,2012 - 2013
Los Angeles Clippers,21200049,2012-11-05,240,39,74,0.527,9,25,0.36,14,16,0.875,9,29,38,23,7,13,25,24,101,-7,Cleveland Cavaliers,240,40,92,0.435,14,29,0.483,14,22,0.636,18,25,43,24,12,2,19,18,108,7,2012 - 2013
Dallas Mavericks,21200046,2012-11-05,240,48,78,0.615,10,20,0.5,8,13,0.615,2,35,37,29,12,5,9,15,114,23,Portland Trail Blazers,240,36,93,0.387,5,22,0.227,14,18,0.778,23,25,48,13,5,3,13,13,91,-23,2012 - 2013
Miami Heat,21200044,2012-11-05,240,47,86,0.547,15,26,0.577,15,19,0.789,7,42,49,33,7,4,15,22,124,25,Phoenix Suns,240,35,88,0.398,7,21,0.333,22,29,0.759,10,28,38,22,11,7,12,19,99,-25,2012 - 2013
Memphis Grizzlies,21200045,2012-11-05,240,38,91,0.418,5,14,0.357,22,25,0.88,14,37,51,21,9,10,12,17,103,9,Utah Jazz,240,40,90,0.444,5,15,0.333,9,13,0.692,11,31,42,20,8,8,15,22,94,-9,2012 - 2013
Sacramento Kings,21200048,2012-11-05,240,37,81,0.457,4,19,0.211,16,23,0.696,10,33,43,13,7,5,14,25,94,2,Golden State Warriors,240,31,78,0.397,6,21,0.286,24,28,0.857,7,31,38,21,5,2,13,17,92,-2,2012 - 2013
Brooklyn Nets,21200043,2012-11-05,240,35,73,0.479,13,23,0.565,13,18,0.722,8,21,29,24,7,4,15,17,96,-11,Minnesota Timberwolves,240,44,88,0.5,7,20,0.35,12,15,0.8,16,29,45,30,9,7,11,18,107,11,2012 - 2013
San Antonio Spurs,21200047,2012-11-05,240,41,87,0.471,8,18,0.444,11,13,0.846,11,34,45,25,11,2,8,17,101,22,Indiana Pacers,240,27,79,0.342,6,20,0.3,19,22,0.864,17,31,48,11,3,7,19,17,79,-22,2012 - 2013
Denver Nuggets,21200052,2012-11-06,240,41,92,0.446,10,30,0.333,17,22,0.773,21,31,52,23,9,11,15,21,109,12,Detroit Pistons,240,35,78,0.449,6,12,0.5,21,25,0.84,8,27,35,26,6,9,15,19,97,-12,2012 - 2013
Chicago Bulls,21200050,2012-11-06,240,40,84,0.476,2,6,0.333,17,24,0.708,9,34,43,27,7,7,9,12,99,6,Orlando Magic,240,36,86,0.419,8,19,0.421,13,17,0.765,11,32,43,23,4,5,12,22,93,-6,2012 - 2013
Oklahoma City Thunder,21200051,2012-11-06,240,35,74,0.473,9,25,0.36,29,34,0.853,7,39,46,24,10,9,19,22,108,20,Toronto Raptors,240,30,84,0.357,7,30,0.233,21,25,0.84,8,29,37,16,11,2,17,24,88,-20,2012 - 2013
Sacramento Kings,21200063,2012-11-07,240,40,82,0.488,7,16,0.438,18,24,0.75,14,28,42,15,8,3,15,21,105,2,Detroit Pistons,240,36,73,0.493,8,22,0.364,23,31,0.742,10,23,33,23,4,6,17,20,103,-2,2012 - 2013
Miami Heat,21200056,2012-11-07,240,40,77,0.519,10,24,0.417,13,16,0.813,8,32,40,25,8,5,12,18,103,30,Brooklyn Nets,240,30,80,0.375,3,21,0.143,10,17,0.588,13,27,40,12,7,1,19,15,73,-30,2012 - 2013
New Orleans Hornets,21200058,2012-11-07,240,23,69,0.333,4,19,0.211,12,16,0.75,11,36,47,18,8,9,24,12,62,-15,Philadelphia 76ers,240,35,84,0.417,4,22,0.182,3,5,0.6,9,34,43,19,5,6,15,16,77,15,2012 - 2013
Charlotte Bobcats,21200053,2012-11-07,240,38,87,0.437,10,22,0.455,24,27,0.889,15,24,39,26,4,12,13,20,110,-7,Phoenix Suns,240,43,93,0.462,12,27,0.444,19,28,0.679,22,28,50,29,8,11,12,24,117,7,2012 - 2013
Houston Rockets,21200059,2012-11-07,240,31,84,0.369,8,33,0.242,17,23,0.739,16,27,43,18,15,2,20,22,87,-6,Denver Nuggets,240,37,82,0.451,7,18,0.389,12,21,0.571,16,33,49,20,9,5,22,16,93,6,2012 - 2013
Golden State Warriors,21200065,2012-11-07,240,42,78,0.538,5,18,0.278,17,23,0.739,7,37,44,28,11,4,17,22,106,10,Cleveland Cavaliers,240,36,86,0.419,11,32,0.344,13,21,0.619,11,28,39,20,7,1,16,26,96,-10,2012 - 2013
Atlanta Hawks,21200055,2012-11-07,240,38,87,0.437,7,22,0.318,6,12,0.5,17,34,51,24,8,3,17,15,89,3,Indiana Pacers,240,35,85,0.412,8,26,0.308,8,9,0.889,11,30,41,18,10,7,15,14,86,-3,2012 - 2013
Boston Celtics,21200054,2012-11-07,265,34,81,0.42,4,13,0.308,28,34,0.824,6,38,44,26,9,5,19,17,100,6,Washington Wizards,265,39,95,0.411,10,29,0.345,6,7,0.857,10,34,44,25,8,6,20,27,94,-6,2012 - 2013
Los Angeles Clippers,21200064,2012-11-07,240,46,83,0.554,6,17,0.353,8,9,0.889,9,37,46,30,13,8,15,19,106,22,San Antonio Spurs,240,30,73,0.411,8,23,0.348,16,24,0.667,6,23,29,25,7,4,20,11,84,-22,2012 - 2013
Minnesota Timberwolves,21200060,2012-11-07,240,34,76,0.447,7,20,0.35,15,22,0.682,13,33,46,22,11,9,20,18,90,15,Orlando Magic,240,28,80,0.35,3,12,0.25,16,20,0.8,12,29,41,17,6,7,20,22,75,-15,2012 - 2013
Milwaukee Bucks,21200057,2012-11-07,240,35,91,0.385,6,15,0.4,14,21,0.667,16,25,41,22,10,9,10,18,90,-18,Memphis Grizzlies,240,44,83,0.53,6,16,0.375,14,19,0.737,11,38,49,28,7,5,14,20,108,18,2012 - 2013
Dallas Mavericks,21200061,2012-11-07,240,39,84,0.464,8,21,0.381,23,35,0.657,16,31,47,21,4,6,12,23,109,5,Toronto Raptors,240,36,81,0.444,5,22,0.227,27,31,0.871,10,28,38,21,7,1,10,28,104,-5,2012 - 2013
Utah Jazz,21200062,2012-11-07,240,37,83,0.446,5,17,0.294,16,18,0.889,9,28,37,21,12,7,12,30,95,9,Los Angeles Lakers,240,25,74,0.338,4,23,0.174,32,46,0.696,15,33,48,11,10,3,19,14,86,-9,2012 - 2013
Chicago Bulls,21200066,2012-11-08,240,35,84,0.417,5,15,0.333,16,18,0.889,12,29,41,22,6,3,21,19,91,-6,Oklahoma City Thunder,240,36,73,0.493,5,13,0.385,20,21,0.952,8,30,38,23,10,8,22,19,97,6,2012 - 2013
Portland Trail Blazers,21200067,2012-11-08,240,32,75,0.427,7,20,0.35,19,30,0.633,9,22,31,19,10,4,13,22,90,-13,Los Angeles Clippers,240,41,77,0.532,3,13,0.231,18,25,0.72,10,34,44,20,9,3,14,22,103,13,2012 - 2013
Los Angeles Lakers,21200080,2012-11-09,240,36,90,0.4,8,28,0.286,21,28,0.75,16,42,58,22,9,6,16,14,101,24,Golden State Warriors,240,29,86,0.337,7,25,0.28,12,20,0.6,13,34,47,12,5,3,19,25,77,-24,2012 - 2013
Phoenix Suns,21200077,2012-11-09,240,38,81,0.469,6,17,0.353,25,33,0.758,12,30,42,21,12,6,17,19,107,2,Cleveland Cavaliers,240,37,77,0.481,9,21,0.429,22,27,0.815,9,30,39,19,11,4,21,25,105,-2,2012 - 2013
Orlando Magic,21200069,2012-11-09,240,30,70,0.429,4,11,0.364,4,8,0.5,7,28,35,19,3,6,18,22,68,-39,Brooklyn Nets,240,41,82,0.5,9,23,0.391,16,25,0.64,15,33,48,21,9,6,11,13,107,39,2012 - 2013
Sacramento Kings,21200078,2012-11-09,240,32,91,0.352,3,16,0.188,19,26,0.731,15,28,43,18,11,3,11,18,86,-11,San Antonio Spurs,240,35,72,0.486,5,18,0.278,22,26,0.846,7,41,48,27,8,9,20,19,97,11,2012 - 2013
Atlanta Hawks,21200072,2012-11-09,240,34,81,0.42,9,25,0.36,12,16,0.75,7,29,36,20,4,5,13,16,89,-6,Miami Heat,240,37,76,0.487,7,22,0.318,14,16,0.875,8,28,36,22,8,2,15,22,95,6,2012 - 2013
New Orleans Hornets,21200074,2012-11-09,240,43,83,0.518,8,22,0.364,13,21,0.619,13,27,40,29,5,7,9,15,107,8,Charlotte Bobcats,240,40,83,0.482,7,21,0.333,12,18,0.667,15,26,41,17,7,9,12,17,99,-8,2012 - 2013
Minnesota Timberwolves,21200076,2012-11-09,240,35,70,0.5,2,9,0.222,24,28,0.857,5,29,34,23,7,5,16,16,96,2,Indiana Pacers,240,37,84,0.44,5,18,0.278,15,17,0.882,11,26,37,18,7,4,13,21,94,-2,2012 - 2013
Memphis Grizzlies,21200073,2012-11-09,240,35,94,0.372,6,19,0.316,17,23,0.739,18,22,40,16,14,8,9,16,93,8,Houston Rockets,240,31,76,0.408,9,27,0.333,14,15,0.933,8,33,41,17,5,6,20,17,85,-8,2012 - 2013
New York Knicks,21200071,2012-11-09,240,35,84,0.417,8,22,0.364,26,38,0.684,11,32,43,17,12,4,9,21,104,10,Dallas Mavericks,240,33,81,0.407,8,28,0.286,20,23,0.87,9,41,50,17,4,3,20,28,94,-10,2012 - 2013
Denver Nuggets,21200079,2012-11-09,240,40,92,0.435,6,17,0.353,18,25,0.72,13,40,53,26,11,12,12,17,104,20,Utah Jazz,240,32,87,0.368,4,23,0.174,16,22,0.727,14,31,45,19,5,12,18,21,84,-20,2012 - 2013
Boston Celtics,21200070,2012-11-09,240,37,76,0.487,4,10,0.4,22,31,0.71,7,24,31,31,7,3,14,19,100,-6,Philadelphia 76ers,240,40,82,0.488,7,13,0.538,19,23,0.826,8,30,38,27,12,7,16,22,106,6,2012 - 2013
Oklahoma City Thunder,21200075,2012-11-09,240,38,71,0.535,8,20,0.4,21,26,0.808,8,30,38,21,8,4,17,25,105,11,Detroit Pistons,240,36,87,0.414,6,19,0.316,16,22,0.727,16,25,41,24,8,4,15,19,94,-11,2012 - 2013
Washington Wizards,21200068,2012-11-09,240,34,78,0.436,4,18,0.222,19,22,0.864,10,26,36,23,13,4,20,24,91,-10,Milwaukee Bucks,240,40,78,0.513,6,15,0.4,15,19,0.789,6,32,38,21,11,6,21,21,101,10,2012 - 2013
Golden State Warriors,21200089,2012-11-10,290,39,102,0.382,9,25,0.36,14,23,0.609,13,41,54,23,11,5,14,26,101,-6,Denver Nuggets,290,43,113,0.381,5,24,0.208,16,27,0.593,23,42,65,30,9,9,15,21,107,6,2012 - 2013
Milwaukee Bucks,21200086,2012-11-10,240,35,88,0.398,3,19,0.158,19,26,0.731,16,28,44,20,7,3,11,25,92,-4,Boston Celtics,240,32,72,0.444,5,15,0.333,27,34,0.794,7,33,40,20,4,4,14,22,96,4,2012 - 2013
Chicago Bulls,21200084,2012-11-10,240,34,80,0.425,6,13,0.462,13,16,0.813,14,33,47,19,6,9,14,19,87,7,Minnesota Timberwolves,240,33,85,0.388,3,13,0.231,11,15,0.733,13,27,40,23,7,3,11,20,80,-7,2012 - 2013
Indiana Pacers,21200082,2012-11-10,240,34,80,0.425,7,16,0.438,14,24,0.583,14,34,48,16,4,4,13,12,89,4,Washington Wizards,240,35,79,0.443,10,24,0.417,5,7,0.714,5,35,40,26,5,5,12,21,85,-4,2012 - 2013
Utah Jazz,21200087,2012-11-10,240,38,78,0.487,2,14,0.143,16,24,0.667,10,42,52,22,3,7,18,18,94,13,Phoenix Suns,240,32,87,0.368,4,16,0.25,13,17,0.765,10,27,37,15,12,4,10,25,81,-13,2012 - 2013
Portland Trail Blazers,21200088,2012-11-10,240,42,89,0.472,10,22,0.455,15,19,0.789,12,25,37,23,14,5,15,23,109,-3,San Antonio Spurs,240,40,70,0.571,7,18,0.389,25,31,0.806,6,30,36,20,9,5,21,20,112,3,2012 - 2013
Charlotte Bobcats,21200083,2012-11-10,265,40,95,0.421,3,20,0.15,18,28,0.643,21,32,53,15,12,6,18,24,101,4,Dallas Mavericks,265,32,79,0.405,9,19,0.474,24,30,0.8,8,35,43,21,9,7,19,24,97,-4,2012 - 2013
Houston Rockets,21200085,2012-11-10,240,33,82,0.402,9,26,0.346,21,26,0.808,8,34,42,23,10,3,15,17,96,14,Detroit Pistons,240,32,80,0.4,7,20,0.35,11,16,0.688,11,34,45,17,8,9,18,16,82,-14,2012 - 2013
Toronto Raptors,21200081,2012-11-10,240,30,79,0.38,12,26,0.462,11,16,0.688,7,28,35,20,6,4,13,21,83,-10,Philadelphia 76ers,240,34,73,0.466,6,14,0.429,19,25,0.76,9,37,46,21,8,4,15,19,93,10,2012 - 2013
Oklahoma City Thunder,21200093,2012-11-11,240,40,73,0.548,7,15,0.467,19,22,0.864,4,37,41,20,7,10,21,22,106,15,Cleveland Cavaliers,240,34,83,0.41,7,23,0.304,16,23,0.696,10,26,36,19,11,0,15,19,91,-15,2012 - 2013
Los Angeles Lakers,21200094,2012-11-11,240,36,81,0.444,8,25,0.32,23,30,0.767,18,32,50,23,6,7,18,13,103,13,Sacramento Kings,240,36,90,0.4,7,23,0.304,11,14,0.786,14,25,39,20,10,5,13,24,90,-13,2012 - 2013
Brooklyn Nets,21200090,2012-11-11,240,29,78,0.372,7,24,0.292,17,25,0.68,12,43,55,20,5,8,15,17,82,8,Orlando Magic,240,30,84,0.357,1,13,0.077,13,18,0.722,11,31,42,22,6,4,12,22,74,-8,2012 - 2013
Los Angeles Clippers,21200091,2012-11-11,240,38,82,0.463,5,15,0.333,8,8,1.0,8,30,38,21,12,6,15,22,89,13,Atlanta Hawks,240,30,72,0.417,9,25,0.36,7,16,0.438,10,31,41,20,3,9,22,12,76,-13,2012 - 2013
Memphis Grizzlies,21200092,2012-11-11,240,38,86,0.442,14,24,0.583,14,16,0.875,11,32,43,26,8,4,15,22,104,18,Miami Heat,240,30,79,0.38,4,15,0.267,22,36,0.611,15,28,43,18,8,6,14,16,86,-18,2012 - 2013
Detroit Pistons,21200097,2012-11-12,240,33,83,0.398,6,17,0.353,18,27,0.667,13,26,39,22,8,7,12,28,90,-2,Oklahoma City Thunder,240,27,73,0.37,1,10,0.1,37,42,0.881,9,35,44,10,7,12,14,20,92,2,2012 - 2013
Houston Rockets,21200099,2012-11-12,240,36,80,0.45,12,34,0.353,26,33,0.788,11,29,40,25,5,6,11,20,110,-3,Miami Heat,240,45,89,0.506,10,21,0.476,13,20,0.65,13,31,44,26,4,4,11,24,113,3,2012 - 2013
Dallas Mavericks,21200100,2012-11-12,240,29,80,0.363,4,16,0.25,20,25,0.8,7,28,35,16,7,2,10,20,82,-8,Minnesota Timberwolves,240,30,65,0.462,4,15,0.267,26,32,0.813,7,42,49,20,8,7,18,22,90,8,2012 - 2013
Phoenix Suns,21200101,2012-11-12,240,43,94,0.457,7,12,0.583,17,21,0.81,15,25,40,29,6,4,6,19,110,10,Denver Nuggets,240,41,76,0.539,7,16,0.438,11,18,0.611,9,34,43,26,2,10,15,21,100,-10,2012 - 2013
Philadelphia 76ers,21200096,2012-11-12,240,37,85,0.435,10,24,0.417,12,16,0.75,4,27,31,22,13,3,15,14,96,-9,Milwaukee Bucks,240,41,80,0.513,7,20,0.35,16,18,0.889,6,42,48,25,8,7,23,19,105,9,2012 - 2013
Chicago Bulls,21200098,2012-11-12,240,34,74,0.459,3,9,0.333,24,31,0.774,8,32,40,24,6,1,14,15,95,-6,Boston Celtics,240,41,81,0.506,3,16,0.188,16,16,1.0,6,28,34,28,9,5,8,24,101,6,2012 - 2013
Toronto Raptors,21200095,2012-11-12,315,51,108,0.472,8,24,0.333,23,30,0.767,20,32,52,31,13,5,18,31,133,-7,Utah Jazz,315,46,93,0.495,14,26,0.538,34,43,0.791,11,35,46,30,10,11,18,26,140,7,2012 - 2013
Portland Trail Blazers,21200102,2012-11-12,240,30,83,0.361,6,23,0.261,21,26,0.808,16,31,47,15,13,6,20,19,87,-8,Atlanta Hawks,240,35,79,0.443,7,18,0.389,18,22,0.818,6,35,41,20,14,4,17,22,95,8,2012 - 2013
