home_TEAM_NAME,GAME_ID,GAME_DATE,home_MIN,home_FGM,home_FGA,home_FG_PCT,home_FG3M,home_FG3A,home_FG3_PCT,home_FTM,home_FTA,home_FT_PCT,home_OREB,home_DREB,home_REB,home_AST,home_STL,home_BLK,home_TOV,home_PF,home_PTS,home_PLUS_MINUS,away_TEAM_NAME,away_MIN,away_FGM,away_FGA,away_FG_PCT,away_FG3M,away_FG3A,away_FG3_PCT,away_FTM,away_FTA,away_FT_PCT,away_OREB,away_DREB,away_REB,away_AST,away_STL,away_BLK,away_TOV,away_PF,away_PTS,away_PLUS_MINUS,Season
Orlando Magic,21400029,2014-11-01,240,38,81,0.469,7,20,0.35,12,24,0.5,9,31,40,25,3,7,14,37,95,-13,Toronto Raptors,240,33,83,0.398,4,21,0.19,38,48,0.792,15,35,50,13,4,4,9,21,108,13,2014 - 2015
Golden State Warriors,21400038,2014-11-01,240,46,83,0.554,11,23,0.478,24,28,0.857,12,31,43,30,10,4,20,26,127,23,Los Angeles Lakers,240,41,88,0.466,4,14,0.286,18,25,0.72,17,20,37,21,9,3,22,27,104,-23,2014 - 2015
Minnesota Timberwolves,21400035,2014-11-01,240,38,85,0.447,4,12,0.333,25,31,0.806,13,29,42,26,9,4,11,29,105,-1,Chicago Bulls,240,33,69,0.478,9,23,0.391,31,40,0.775,5,33,38,15,3,8,17,24,106,1,2014 - 2015
Los Angeles Clippers,21400039,2014-11-02,240,33,88,0.375,9,31,0.29,17,21,0.81,11,24,35,23,10,7,10,25,92,-6,Sacramento Kings,240,34,68,0.5,3,10,0.3,27,33,0.818,9,37,46,21,4,11,20,22,98,6,2014 - 2015
New York Knicks,21400041,2014-11-02,240,39,78,0.5,8,16,0.5,10,17,0.588,8,27,35,23,5,0,14,26,96,3,Charlotte Hornets,240,33,70,0.471,6,15,0.4,21,29,0.724,8,30,38,20,7,2,13,16,93,-3,2014 - 2015
Miami Heat,21400040,2014-11-02,240,35,70,0.5,9,24,0.375,28,38,0.737,11,32,43,22,6,6,17,29,107,5,Toronto Raptors,240,37,79,0.468,4,16,0.25,24,39,0.615,9,19,28,11,8,5,10,28,102,-5,2014 - 2015
Portland Trail Blazers,21400042,2014-11-02,240,37,92,0.402,7,27,0.259,9,14,0.643,17,39,56,20,9,2,19,19,90,-5,Golden State Warriors,240,36,81,0.444,6,19,0.316,17,21,0.81,7,34,41,22,11,7,17,16,95,5,2014 - 2015
Dallas Mavericks,21400046,2014-11-03,240,44,82,0.537,14,25,0.56,16,20,0.8,7,29,36,24,5,9,18,17,118,5,Boston Celtics,240,45,102,0.441,11,31,0.355,12,16,0.75,22,27,49,29,9,6,17,21,113,-5,2014 - 2015
Philadelphia 76ers,21400043,2014-11-03,240,33,74,0.446,11,22,0.5,16,23,0.696,6,25,31,19,12,4,18,20,93,-11,Houston Rockets,240,32,75,0.427,16,34,0.471,24,30,0.8,13,34,47,27,12,6,22,20,104,11,2014 - 2015
Denver Nuggets,21400047,2014-11-03,240,36,93,0.387,5,24,0.208,28,33,0.848,15,27,42,22,4,7,15,35,105,-5,Sacramento Kings,240,34,81,0.42,2,9,0.222,40,47,0.851,14,36,50,21,8,5,18,28,110,5,2014 - 2015
Brooklyn Nets,21400044,2014-11-03,240,44,84,0.524,11,23,0.478,17,19,0.895,9,33,42,25,11,3,8,21,116,31,Oklahoma City Thunder,240,32,82,0.39,8,23,0.348,13,21,0.619,15,29,44,14,3,3,18,17,85,-31,2014 - 2015
Memphis Grizzlies,21400045,2014-11-03,240,31,76,0.408,4,14,0.286,27,37,0.73,9,43,52,19,5,6,11,24,93,12,New Orleans Pelicans,240,29,86,0.337,4,24,0.167,19,29,0.655,14,35,49,14,5,3,12,30,81,-12,2014 - 2015
Los Angeles Clippers,21400048,2014-11-03,240,41,81,0.506,10,23,0.435,15,17,0.882,5,30,35,28,6,6,10,17,107,6,Utah Jazz,240,36,77,0.468,10,27,0.37,19,24,0.792,9,34,43,24,4,2,17,20,101,-6,2014 - 2015
Toronto Raptors,21400052,2014-11-04,240,32,81,0.395,8,31,0.258,28,33,0.848,12,27,39,23,6,3,10,24,100,12,Oklahoma City Thunder,240,34,65,0.523,6,21,0.286,14,25,0.56,6,35,41,23,4,3,21,27,88,-12,2014 - 2015
Miami Heat,21400050,2014-11-04,240,31,74,0.419,12,28,0.429,17,27,0.63,13,21,34,16,7,2,19,21,91,-17,Houston Rockets,240,35,68,0.515,17,37,0.459,21,27,0.778,9,29,38,22,8,5,18,26,108,17,2014 - 2015
Portland Trail Blazers,21400055,2014-11-04,240,37,75,0.493,8,25,0.32,19,25,0.76,9,39,48,21,7,4,12,20,101,19,Cleveland Cavaliers,240,31,85,0.365,9,21,0.429,11,14,0.786,13,28,41,18,5,3,14,19,82,-19,2014 - 2015
Chicago Bulls,21400053,2014-11-04,240,35,75,0.467,7,15,0.467,21,27,0.778,10,34,44,23,6,9,12,18,98,8,Orlando Magic,240,38,88,0.432,6,14,0.429,8,14,0.571,14,34,48,21,6,6,13,22,90,-8,2014 - 2015
Indiana Pacers,21400049,2014-11-04,240,31,78,0.397,6,24,0.25,13,22,0.591,15,32,47,14,4,9,19,17,81,-6,Milwaukee Bucks,240,37,83,0.446,7,21,0.333,6,7,0.857,9,30,39,20,12,5,13,22,87,6,2014 - 2015
Los Angeles Lakers,21400056,2014-11-04,240,35,88,0.398,6,16,0.375,30,41,0.732,18,31,49,16,7,8,12,25,106,-6,Phoenix Suns,240,41,91,0.451,6,18,0.333,24,31,0.774,13,39,52,28,6,7,13,29,112,6,2014 - 2015
New York Knicks,21400051,2014-11-04,240,30,81,0.37,8,15,0.533,15,19,0.789,15,28,43,16,5,4,18,23,83,-15,Washington Wizards,240,39,80,0.488,8,18,0.444,12,19,0.632,10,31,41,26,8,4,12,25,98,15,2014 - 2015
New Orleans Pelicans,21400054,2014-11-04,240,38,81,0.469,5,18,0.278,19,19,1.0,11,36,47,26,5,6,13,19,100,9,Charlotte Hornets,240,37,80,0.463,6,21,0.286,11,13,0.846,6,28,34,23,6,1,12,15,91,-9,2014 - 2015
Brooklyn Nets,21400060,2014-11-05,240,36,82,0.439,8,21,0.381,11,17,0.647,7,35,42,17,6,5,18,22,91,-7,Minnesota Timberwolves,240,37,90,0.411,7,17,0.412,17,22,0.773,13,38,51,22,9,4,13,21,98,7,2014 - 2015
Washington Wizards,21400063,2014-11-05,265,34,91,0.374,7,17,0.412,21,23,0.913,7,36,43,24,7,7,12,22,96,2,Indiana Pacers,265,35,90,0.389,8,27,0.296,16,20,0.8,14,43,57,22,3,9,19,27,94,-2,2014 - 2015
Golden State Warriors,21400068,2014-11-05,240,43,74,0.581,15,25,0.6,20,20,1.0,4,35,39,29,7,3,23,22,121,17,Los Angeles Clippers,240,38,82,0.463,7,19,0.368,21,27,0.778,5,25,30,26,12,2,16,14,104,-17,2014 - 2015
Charlotte Hornets,21400057,2014-11-05,240,35,82,0.427,5,18,0.278,21,29,0.724,13,36,49,23,4,9,13,24,96,7,Miami Heat,240,30,77,0.39,4,22,0.182,25,31,0.806,6,30,36,19,6,4,8,25,89,-7,2014 - 2015
Utah Jazz,21400066,2014-11-05,240,39,77,0.506,7,21,0.333,17,22,0.773,13,28,41,26,3,8,15,26,102,2,Cleveland Cavaliers,240,30,72,0.417,6,16,0.375,34,40,0.85,7,23,30,6,8,4,12,22,100,-2,2014 - 2015
Boston Celtics,21400059,2014-11-05,240,40,78,0.513,10,26,0.385,17,18,0.944,17,38,55,22,5,3,28,25,107,-3,Toronto Raptors,240,42,87,0.483,7,16,0.438,19,23,0.826,6,18,24,18,11,4,7,18,110,3,2014 - 2015
Detroit Pistons,21400061,2014-11-05,240,32,87,0.368,11,23,0.478,23,33,0.697,19,36,55,17,5,4,8,16,98,3,New York Knicks,240,39,90,0.433,9,20,0.45,8,10,0.8,11,32,43,25,3,9,9,23,95,-3,2014 - 2015
Philadelphia 76ers,21400058,2014-11-05,240,33,77,0.429,8,25,0.32,15,23,0.652,6,32,38,22,12,12,20,18,89,-2,Orlando Magic,240,39,88,0.443,3,20,0.15,10,12,0.833,14,37,51,14,11,3,24,20,91,2,2014 - 2015
Phoenix Suns,21400065,2014-11-05,240,32,69,0.464,8,21,0.381,19,21,0.905,5,30,35,13,11,4,21,20,91,-11,Memphis Grizzlies,240,40,80,0.5,9,17,0.529,13,17,0.765,8,29,37,25,10,1,16,21,102,11,2014 - 2015
Milwaukee Bucks,21400062,2014-11-05,240,33,89,0.371,3,15,0.2,17,20,0.85,18,32,50,19,10,3,15,28,86,-9,Chicago Bulls,240,34,73,0.466,5,16,0.313,22,30,0.733,7,35,42,24,8,3,16,18,95,9,2014 - 2015
Sacramento Kings,21400067,2014-11-05,240,42,76,0.553,8,20,0.4,39,50,0.78,9,31,40,21,8,3,13,30,131,22,Denver Nuggets,240,37,82,0.451,9,28,0.321,26,31,0.839,7,25,32,24,4,5,14,37,109,-22,2014 - 2015
San Antonio Spurs,21400064,2014-11-05,240,31,69,0.449,5,17,0.294,27,38,0.711,11,39,50,25,7,9,21,15,94,2,Atlanta Hawks,240,38,92,0.413,8,25,0.32,8,11,0.727,10,27,37,26,14,5,14,25,92,-2,2014 - 2015
Portland Trail Blazers,21400070,2014-11-06,240,40,77,0.519,12,30,0.4,16,19,0.842,12,41,53,25,3,6,18,21,108,21,Dallas Mavericks,240,33,90,0.367,5,23,0.217,16,16,1.0,8,26,34,14,6,4,7,17,87,-21,2014 - 2015
Houston Rockets,21400069,2014-11-06,240,34,72,0.472,10,27,0.37,20,33,0.606,8,36,44,18,7,6,21,20,98,17,San Antonio Spurs,240,31,90,0.344,2,20,0.1,17,19,0.895,12,29,41,17,12,1,17,24,81,-17,2014 - 2015
Charlotte Hornets,21400071,2014-11-07,290,48,97,0.495,6,21,0.286,20,27,0.741,11,40,51,31,6,7,21,30,122,3,Atlanta Hawks,290,43,93,0.462,13,33,0.394,20,26,0.769,7,31,38,28,8,3,19,33,119,-3,2014 - 2015
Phoenix Suns,21400079,2014-11-07,290,42,98,0.429,10,31,0.323,18,25,0.72,9,33,42,19,7,7,12,33,112,-2,Sacramento Kings,290,39,91,0.429,3,16,0.188,33,39,0.846,13,47,60,16,6,4,16,27,114,2,2014 - 2015
Orlando Magic,21400072,2014-11-07,265,46,91,0.505,5,10,0.5,15,19,0.789,12,40,52,19,5,6,21,27,112,9,Minnesota Timberwolves,265,40,93,0.43,4,18,0.222,19,25,0.76,9,29,38,24,9,7,13,22,103,-9,2014 - 2015
Utah Jazz,21400080,2014-11-07,240,29,68,0.426,9,28,0.321,15,19,0.789,9,32,41,19,4,6,23,17,82,-23,Dallas Mavericks,240,42,88,0.477,9,24,0.375,12,14,0.857,13,29,42,23,12,3,9,22,105,23,2014 - 2015
Detroit Pistons,21400076,2014-11-07,240,37,75,0.493,11,23,0.478,13,24,0.542,12,28,40,18,7,5,19,24,98,3,Milwaukee Bucks,240,36,77,0.468,5,20,0.25,18,23,0.783,9,26,35,26,10,6,13,19,95,-3,2014 - 2015
Toronto Raptors,21400077,2014-11-07,240,35,80,0.438,9,22,0.409,24,31,0.774,10,39,49,19,5,3,13,27,103,19,Washington Wizards,240,30,83,0.361,3,19,0.158,21,32,0.656,16,34,50,19,7,5,13,29,84,-19,2014 - 2015
Boston Celtics,21400074,2014-11-07,240,39,85,0.459,9,27,0.333,14,16,0.875,9,29,38,26,6,3,12,19,101,3,Indiana Pacers,240,40,88,0.455,5,19,0.263,13,13,1.0,14,28,42,18,2,6,13,17,98,-3,2014 - 2015
Denver Nuggets,21400081,2014-11-07,240,40,85,0.471,11,29,0.379,10,15,0.667,8,34,42,22,5,5,13,22,101,-9,Cleveland Cavaliers,240,40,84,0.476,6,23,0.261,24,33,0.727,6,36,42,25,5,3,9,14,110,9,2014 - 2015
Oklahoma City Thunder,21400078,2014-11-07,240,37,79,0.468,12,25,0.48,3,11,0.273,10,34,44,16,3,1,20,18,89,-2,Memphis Grizzlies,240,34,81,0.42,9,18,0.5,14,17,0.824,9,29,38,21,10,4,8,14,91,2,2014 - 2015
Brooklyn Nets,21400075,2014-11-07,240,38,74,0.514,14,24,0.583,20,26,0.769,7,35,42,18,6,6,17,24,110,11,New York Knicks,240,37,90,0.411,8,19,0.421,17,21,0.81,15,28,43,22,7,2,15,24,99,-11,2014 - 2015
Philadelphia 76ers,21400073,2014-11-07,240,43,91,0.473,12,30,0.4,17,25,0.68,17,25,42,29,7,2,13,29,115,-3,Chicago Bulls,240,40,78,0.513,12,24,0.5,26,34,0.765,12,28,40,25,4,6,17,21,118,3,2014 - 2015
Atlanta Hawks,21400084,2014-11-08,240,33,81,0.407,9,22,0.409,28,36,0.778,12,29,41,18,10,5,9,17,103,7,New York Knicks,240,40,84,0.476,8,21,0.381,8,11,0.727,13,31,44,26,2,6,15,29,96,-7,2014 - 2015
Los Angeles Clippers,21400082,2014-11-08,240,40,81,0.494,5,12,0.417,21,30,0.7,8,29,37,17,8,4,7,19,106,4,Portland Trail Blazers,240,36,80,0.45,10,25,0.4,20,25,0.8,9,34,43,25,2,3,16,26,102,-4,2014 - 2015
San Antonio Spurs,21400089,2014-11-08,240,36,80,0.45,5,18,0.278,22,29,0.759,17,32,49,15,4,7,19,17,99,-1,New Orleans Pelicans,240,40,85,0.471,8,21,0.381,12,14,0.857,6,24,30,22,11,9,11,20,100,1,2014 - 2015
Houston Rockets,21400087,2014-11-08,240,30,86,0.349,10,42,0.238,17,21,0.81,16,30,46,13,14,0,23,17,87,-11,Golden State Warriors,240,39,87,0.448,9,28,0.321,11,17,0.647,15,39,54,22,11,8,26,19,98,11,2014 - 2015
Miami Heat,21400085,2014-11-08,240,41,78,0.526,5,13,0.385,15,17,0.882,6,34,40,26,8,2,14,19,102,10,Minnesota Timberwolves,240,35,87,0.402,4,16,0.25,18,23,0.783,17,32,49,13,9,2,16,17,92,-10,2014 - 2015
Chicago Bulls,21400086,2014-11-08,240,42,92,0.457,8,18,0.444,9,15,0.6,11,27,38,26,5,2,8,16,101,-5,Boston Celtics,240,42,81,0.519,7,19,0.368,15,20,0.75,7,38,45,25,6,3,12,17,106,5,2014 - 2015
Indiana Pacers,21400083,2014-11-08,240,33,77,0.429,8,24,0.333,16,25,0.64,8,30,38,11,5,3,18,24,90,-7,Washington Wizards,240,39,81,0.481,2,11,0.182,17,23,0.739,13,36,49,23,8,4,14,25,97,7,2014 - 2015
Milwaukee Bucks,21400088,2014-11-08,240,40,88,0.455,5,18,0.278,8,11,0.727,16,27,43,24,7,4,17,24,93,1,Memphis Grizzlies,240,29,82,0.354,3,14,0.214,31,34,0.912,15,25,40,15,9,2,13,18,92,-1,2014 - 2015
Dallas Mavericks,21400094,2014-11-09,240,35,83,0.422,9,29,0.31,17,24,0.708,15,26,41,22,8,7,13,15,96,-9,Miami Heat,240,42,76,0.553,9,23,0.391,12,20,0.6,6,32,38,31,7,3,15,23,105,9,2014 - 2015
Toronto Raptors,21400093,2014-11-09,240,43,76,0.566,7,17,0.412,27,30,0.9,4,35,39,23,12,8,20,17,120,32,Philadelphia 76ers,240,33,87,0.379,10,34,0.294,12,18,0.667,11,20,31,19,11,6,20,23,88,-32,2014 - 2015
Detroit Pistons,21400091,2014-11-09,240,36,93,0.387,6,23,0.261,18,25,0.72,18,33,51,19,6,2,11,22,96,-1,Utah Jazz,240,33,72,0.458,6,15,0.4,25,35,0.714,9,34,43,20,7,2,12,18,97,1,2014 - 2015
Phoenix Suns,21400095,2014-11-09,240,34,79,0.43,12,30,0.4,27,33,0.818,9,30,39,17,9,2,21,19,107,12,Golden State Warriors,240,33,69,0.478,11,24,0.458,18,21,0.857,3,33,36,16,9,7,27,26,95,-12,2014 - 2015
Portland Trail Blazers,21400096,2014-11-09,240,45,100,0.45,16,31,0.516,10,14,0.714,16,35,51,27,7,11,11,21,116,16,Denver Nuggets,240,36,91,0.396,5,13,0.385,23,30,0.767,18,37,55,14,5,7,15,22,100,-16,2014 - 2015
Oklahoma City Thunder,21400092,2014-11-09,240,36,78,0.462,6,18,0.333,23,27,0.852,11,29,40,16,5,6,14,22,101,8,Sacramento Kings,240,36,80,0.45,6,24,0.25,15,22,0.682,9,28,37,23,11,2,12,24,93,-8,2014 - 2015
Brooklyn Nets,21400090,2014-11-09,240,40,83,0.482,4,14,0.286,20,23,0.87,14,31,45,23,10,5,15,21,104,8,Orlando Magic,240,39,75,0.52,8,15,0.533,10,16,0.625,5,26,31,25,7,2,17,24,96,-8,2014 - 2015
Los Angeles Lakers,21400097,2014-11-09,240,42,82,0.512,6,17,0.353,17,22,0.773,8,30,38,28,8,2,11,23,107,15,Charlotte Hornets,240,35,79,0.443,3,14,0.214,19,27,0.704,12,27,39,15,5,0,14,18,92,-15,2014 - 2015
Cleveland Cavaliers,21400098,2014-11-10,240,40,81,0.494,13,27,0.481,25,30,0.833,12,33,45,26,3,5,10,13,118,7,New Orleans Pelicans,240,41,93,0.441,12,27,0.444,17,20,0.85,14,26,40,31,8,5,7,20,111,-7,2014 - 2015
Indiana Pacers,21400099,2014-11-10,240,39,90,0.433,6,15,0.4,13,15,0.867,13,31,44,16,3,3,7,19,97,11,Utah Jazz,240,32,74,0.432,6,21,0.286,16,21,0.762,5,32,37,18,5,6,12,18,86,-11,2014 - 2015
Los Angeles Clippers,21400102,2014-11-10,240,33,74,0.446,5,22,0.227,14,17,0.824,8,36,44,26,6,8,17,20,85,-4,San Antonio Spurs,240,33,83,0.398,2,19,0.105,21,27,0.778,10,29,39,20,11,4,8,17,89,4,2014 - 2015
Chicago Bulls,21400101,2014-11-10,240,39,88,0.443,7,20,0.35,17,20,0.85,9,40,49,22,6,8,10,19,102,11,Detroit Pistons,240,34,80,0.425,7,14,0.5,16,25,0.64,9,37,46,19,5,6,15,21,91,-11,2014 - 2015
New York Knicks,21400100,2014-11-10,240,36,83,0.434,6,26,0.231,7,12,0.583,11,29,40,23,4,2,16,26,85,-6,Atlanta Hawks,240,27,71,0.38,10,27,0.37,27,28,0.964,9,29,38,20,7,3,16,16,91,6,2014 - 2015
